Column1,names,allpos,pvalRandom,pvalFamily,average
2385,AY109644,5136.59,0.282227964,0.007461974,0.144844969
1184,mmc0251,2481.52,0.221346855,0.069745303,0.145546079
906,asg30c,1928.01,0.286895721,0.004286134,0.145590928
881,IDP125,1870.7,0.027882322,0.263338467,0.145610395
1676,csu340,3737.51,0.009776418,0.281448821,0.145612619
273,AY110296,522.3,0.034574571,0.258209878,0.146392225
2689,AY110539,5894.29,2.79E-06,0.292872934,0.146437861
1420,AY110310,3122.46,0.29341755,0.000325657,0.146871603
372,gpm389a,750.71,4.50E-08,0.293917143,0.146958594
2660,gpm270a,5825.91,0.19372293,0.100786558,0.147254744
332,bnlg1556,657.01,0.161844049,0.132725266,0.147284657
2564,php3818,5626.13,0.252178994,0.043143876,0.147661435
1397,gpm117b,3077.52,0.29357635,0.002069611,0.14782298
74,IDP622,152.96,2.80E-06,0.295760252,0.147881528
2024,rz476d,4396.37,0.296385767,0.000197398,0.148291582
905,gpm713,1926.77,0.296520716,0.000684238,0.148602477
1261,gpm34i,2716.78,0.249576155,0.048987688,0.149281921
548,npi254a,1196.61,0.29343719,0.005400114,0.149418652
1905,gpm118a,4188.79,0.188081784,0.111247233,0.149664508
2372,gpm694a,5107.47,0.29734156,0.002709744,0.150025652
123,bnlg1203,257.64,0.074673161,0.22544428,0.15005872
2080,IDP635,4492.24,0.238886204,0.061703489,0.150294847
2398,umc1888,5145.59,0.301008001,1.38E-08,0.150504007
996,AY111333,2122.57,0.291982091,0.009138841,0.150560466
2931,umc2095,6424.04,0.252811933,0.049518375,0.151165154
3020,IDP1448,6769.02,0.170101021,0.132542694,0.151321858
274,asg58,524.1,0.00405362,0.298818783,0.151436202
1674,bnl7.56,3734.21,0.010676323,0.292239526,0.151457925
2974,umc1675,6586.57,0.290314181,0.013062016,0.151688098
2386,psr371a,5136.89,0.297083479,0.006344265,0.151713872
752,gpm360a,1565.48,0.205782086,0.097948925,0.151865506
1024,gpm829,2176.75,0.253739459,0.050809399,0.152274429
173,gpm933,355.89,0.304344214,0.00041261,0.152378412
285,nact15,547.22,0.01998187,0.285325312,0.152653591
797,umc137a,1650.69,0.052595429,0.252728974,0.152662202
1739,gpm177,3807.7,0.30531047,4.20E-05,0.152676235
2838,BE518809,6283.49,0.306292814,0.000142417,0.153217616
2844,umc1691,6289.18,0.30640361,0.000733314,0.153568462
1836,gpm839b,3983.31,3.53E-05,0.307175751,0.153605511
3199,bnlg2190,7102.4,0.259733255,0.047501292,0.153617273
2149,gpm186a,4617.61,0.211255622,0.097118608,0.154187115
992,IDP2576a,2117.37,0.306188184,0.002407661,0.154297922
1379,gpm684,3058.93,0.192234098,0.117394296,0.154814197
1563,gpm87a,3460.83,0.249210947,0.061043796,0.155127371
1534,mbd116,3383.2,0.294963188,0.015659744,0.155311466
121,lim51,257.04,0.184646423,0.126673351,0.155659887
2100,IDP608,4521.94,0.310154582,0.001258546,0.155706564
839,gpm16,1724.32,0.014892998,0.297020787,0.155956893
179,isu041b,375.56,0.274808451,0.037177984,0.155993217
2033,gpm275b,4410.05,0.312303031,2.29E-07,0.15615163
1569,AY109611,3475.61,0.224226456,0.088771002,0.156498729
1951,php20528,4290.53,0.25067057,0.062800759,0.156735665
161,umc1849,333.35,0.247550565,0.066789094,0.15716983
3179,gpm139e,7044.55,0.146695859,0.168010219,0.157353039
2531,gpm926e,5563.62,0.314838408,1.55E-06,0.157419979
2347,bnl15.21,5064.96,0.314559418,0.000373463,0.15746644
1361,chr112a,3048.74,0.00853521,0.306418724,0.157476967
2384,bnlg155,5131.99,0.304086745,0.011264585,0.157675665
869,mmp183,1835.7,0.110608367,0.20555256,0.158080463
805,bnl6.20,1670.9,0.103852362,0.212565813,0.158209088
1097,umc2266,2304.4,0.036195297,0.280598792,0.158397045
1356,psr152b,3037.83,0.312567647,0.004326132,0.158446889
2230,AW308691,4841.3,0.269829222,0.047519995,0.158674609
2938,IDP2506,6430.45,0.317544626,0.000193322,0.158868974
2136,umc1463,4599.01,0.013016584,0.304896622,0.158956603
1347,IDP476,3026.11,0.318842064,9.60E-06,0.159425832
1389,AY105043,3064.36,0.318990077,1.21E-06,0.159495643
1099,gpm44b,2312.52,0.080804136,0.238413918,0.159609027
37,umc1269,84.62,0.230238796,0.09014037,0.160189583
1940,bnlg1371,4277.73,0.270057338,0.050352321,0.160204829
2144,gpm908b,4604.52,1.59E-05,0.320645209,0.160330576
2387,ndk1,5137.69,0.288095277,0.032810224,0.160452751
1498,umc2188,3314.18,0.320475043,0.001633911,0.161054477
852,gpm346c,1774.56,0.289682055,0.032687582,0.161184818
1321,wip2,2965.01,0.010775075,0.312176289,0.161475682
1899,nfd109,4178.01,0.091984705,0.231363589,0.161674147
2472,AY109703,5373.49,0.002235976,0.321297596,0.161766786
1820,gpm315c,3933.1,0.133309277,0.190977189,0.162143233
495,umc1118,1032.8,0.324623731,0.000100505,0.162362118
3196,gpm575b,7087.46,0.16542318,0.159882772,0.162652976
1990,mmp51,4348.24,0.318045974,0.007477049,0.162761512
1107,IDP842,2331.19,0.00063298,0.325116431,0.162874706
2023,IDP2138,4395.38,0.326162428,6.88E-05,0.163115614
3057,IDP48,6866.23,0.326218333,2.01E-05,0.163119217
1738,hon106a,3807.69,0.329002673,3.39E-05,0.164518287
2726,AY110127,5996.49,0.094298407,0.235015602,0.164657005
2766,umc1596,6131.81,0.328839304,0.000568292,0.164703798
2659,gpm375b,5822.14,0.193657241,0.137556082,0.165606662
90,ufg78,198.03,0.330010613,0.001828888,0.16591975
1374,gpm514a,3055.21,0.003951083,0.33005822,0.167004652
934,umc1772,2033.51,0.192935014,0.141200624,0.167067819
2865,bnlg1714,6311.49,0.330292617,0.003945593,0.167119105
1095,IDP522,2296.32,0.191930691,0.143141364,0.167536028
780,IDP3864,1619.23,0.018511111,0.31679804,0.167654575
1085,lim486,2275.4,0.294283328,0.041675231,0.167979279
171,gpm492,351.93,0.330806308,0.005165385,0.167985847
530,AY109916,1136.43,0.257418538,0.079912576,0.168665557
789,bcd808c,1637.19,0.01254381,0.32562434,0.169084075
3178,ufg72,7042.7,0.145469408,0.193173186,0.169321297
395,gpm547c,794.32,6.91E-08,0.338940086,0.169470078
2403,umc1301,5160.59,0.339380029,2.45E-06,0.16969124
948,psr754b,2056.02,0.337691907,0.001726773,0.16970934
851,IDP610,1774.42,0.262192224,0.078595491,0.170393858
3200,ufg56,7104.2,0.238525059,0.102849872,0.170687465
38,umc2012,85.72,0.040083129,0.301819977,0.170951553
1740,AY104079,3807.94,0.343004781,7.76E-05,0.171541191
698,IDP592,1487.58,0.162903674,0.180241043,0.171572359
178,umc1917,373.16,0.312677293,0.031091443,0.171884368
838,psr144c,1722.2,0.026830796,0.317792368,0.172311582
3234,gpm23b,7234.84,0.342051945,0.002653358,0.172352652
152,mmp100,309.75,0.064688414,0.280158354,0.172423384
1871,gpm880a,4093.38,0.189292691,0.156175146,0.172733918
3224,bnlg1839,7156.51,0.339675439,0.006947925,0.173311682
2380,gpm616,5120.02,0.347747354,0.000379013,0.174063184
732,gpm329b,1520.66,0.347062089,0.002034292,0.17454819
2867,lim166,6313.49,0.311157269,0.037989354,0.174573312
2349,mmp177c,5069.76,0.348665699,0.000958657,0.174812178
845,gpm487,1740.85,0.014709114,0.335062415,0.174885765
2678,umc1607,5866.59,0.154234066,0.195695541,0.174964804
1020,mmp80,2173.73,0.246336455,0.103993669,0.175165062
1077,umc1539,2260.4,0.349890046,0.001274797,0.175582422
1398,AY110562,3080.46,0.351137778,0.000508395,0.175823086
727,gpm769,1519.57,0.229676298,0.123179849,0.176428073
1372,IDP642,3055.07,0.199855329,0.153232024,0.176543677
2119,gpm191,4558.25,0.003431061,0.349814,0.17662253
993,IDP3771,2117.53,0.352345493,0.001550187,0.17694784
2582,gpm346a,5670.71,0.274798063,0.080030202,0.177414133
261,IDP741,503.17,0.354817794,9.56E-05,0.177456697
114,AY110028,244.64,0.285452967,0.069712598,0.177582782
1934,umc1606,4274.22,0.320024938,0.036033109,0.178029024
1378,mmp190,3058.45,0.232514732,0.125646184,0.179080458
2365,IDP358,5099.92,0.278136215,0.080810491,0.179473353
1944,umc2312,4280.83,0.302675394,0.056517226,0.17959631
1989,mmp117,4344.54,0.31945507,0.040453206,0.179954138
860,umc36a,1802.2,0.14594915,0.214151624,0.180050387
84,gpm291,168.35,0.027612121,0.33330647,0.180459296
139,AY110240,280.7,0.007574733,0.35352115,0.180547941
1251,IDP58,2681.57,0.361980932,1.59E-05,0.180998416
396,umc1991,799.15,4.80E-08,0.362364694,0.181182371
807,gpm756c,1677.15,0.181308916,0.181063882,0.181186399
1941,bnl6.29a,4278.33,0.267113309,0.096823047,0.181968178
2837,IDP717,6283.48,0.363853091,0.000334306,0.182093699
1797,umc1482,3898.86,0.000165458,0.364051728,0.182108593
895,umc2071,1899.21,0.000801889,0.363513825,0.182157857
979,IDP2431,2101.53,0.366209359,4.09E-05,0.18312513
1782,mmp193,3853.07,0.004257254,0.362284747,0.183271001
2055,umc2318,4449.78,0.149220484,0.217466334,0.183343409
2615,umc1959,5752.25,0.319747254,0.047091933,0.183419594
2565,gpm746c,5627.52,0.293360773,0.074601464,0.183981118
991,AY110297,2114.73,0.365625265,0.002360731,0.183992998
2563,mmp195f,5620.63,0.327148269,0.041143783,0.184146026
2892,gpm815b,6355.33,0.044130999,0.324260118,0.184195559
2130,gpm631,4589.18,0.010079094,0.360399105,0.185239099
1252,IDP3907,2683.36,0.371045715,0.000148944,0.18559733
922,mmp79,2009.31,0.091032853,0.280544878,0.185788866
1000,umc2264,2131.13,0.250894845,0.120843282,0.185869064
2134,gpm186b,4597.08,0.028983714,0.3428475,0.185915607
958,mmp144a,2066.93,0.371131209,0.000820379,0.185975794
387,IDP512,776.78,1.60E-05,0.372368372,0.186192171
2792,gpm78b,6209.46,0.358047075,0.01447273,0.186259902
1452,mmp3,3215.97,0.372109515,0.000486125,0.18629782
2076,bnlg2249,4483.09,0.10083071,0.274010451,0.187420581
36,gst12,83.52,0.308985734,0.066692449,0.187839091
702,gpm361,1491.45,0.070282619,0.30557646,0.187929539
1357,mmp125,3043.33,0.327117058,0.049258245,0.188187651
811,AY109645,1679.9,0.311762837,0.065024479,0.188393658
3147,IDP620,6985.39,0.372807476,0.004185737,0.188496606
2008,gpm809a,4362.33,0.373774748,0.003711389,0.188743069
2683,IDP400,5886.19,8.30E-06,0.377909022,0.188958662
2243,IDP1624,4874.91,0.369679251,0.008454487,0.189066869
1488,umc1132,3295.58,0.343602445,0.035422259,0.189512352
1605,gpm111,3567.86,0.023162399,0.35605471,0.189608554
1662,IDP337,3714.82,0.379075787,0.000787451,0.189931619
1440,umc19,3174.27,0.37984779,7.93E-05,0.189963545
1076,npi296,2259.8,0.379962342,0.000786502,0.190374422
471,IDP195,950.91,0.381311088,0.000381319,0.190846204
1556,lim471a,3448.81,0.304199767,0.078119797,0.191159782
2356,bnlg434,5078.37,0.375054026,0.007715776,0.191384901
2648,gpm414c,5811.27,0.275581057,0.107520287,0.191550672
2021,umc1796,4394.57,0.382969433,0.000170333,0.191569883
1484,gpm484b,3290.11,0.106374845,0.277291495,0.19183317
1373,IDP161,3055.08,0.059496287,0.324865639,0.192180963
3158,npi578,6999.3,0.135506854,0.249527408,0.192517131
1583,bnlg1890,3510.31,0.38511058,3.00E-05,0.19257029
172,csu207,354.36,0.383564991,0.001628854,0.192596923
910,gpm336b,1938.92,0.274492477,0.111687679,0.193090078
1598,IDP3935,3559.57,0.113145165,0.273070702,0.193107933
819,umc1633,1689.6,0.378125377,0.008816609,0.193470993
764,gpm409a,1581.07,0.063860688,0.323612197,0.193736443
750,mmp177b,1557.69,0.156077083,0.231492821,0.193784952
1945,gpm453,4280.86,0.302791773,0.085613982,0.194202878
1821,gpm742,3933.21,0.137071531,0.251439597,0.194255564
85,IDP4048,177.32,0.373890587,0.015409111,0.194649849
1846,php20531,4009.27,0.038576065,0.351283592,0.194929828
1683,umc2035,3746.01,0.078102171,0.311833474,0.194967822
1254,IDP545,2693.08,0.293150752,0.097937626,0.195544189
3175,umc1506,7034.9,0.048828355,0.342447165,0.19563776
1066,sps2,2228.4,0.200924544,0.19099995,0.195962247
2126,bnlg1732,4578.91,0.020694302,0.371456925,0.196075614
1504,IDP513,3331.05,0.021340429,0.370861354,0.196100891
1073,AY111296,2255,0.391428097,0.000883716,0.196155906
284,umc1396,546.8,0.031681678,0.361346867,0.196514273
1988,sdg102c,4344.28,0.344911129,0.048987085,0.196949107
3028,IDP2353,6799.82,0.385313262,0.008675132,0.196994197
2590,gpm329a,5702.37,0.00584187,0.388186295,0.197014083
1094,IDP854,2296.28,0.21532702,0.18032307,0.197825045
2522,IDP551,5536.27,0.39630744,7.70E-06,0.19815757
705,AW681281,1493.46,0.021205652,0.375266924,0.198236288
555,umc1265,1218.71,0.347502822,0.049394667,0.198448745
2703,umc1384,5927.43,0.000915571,0.396250225,0.198582898
994,IDP2435,2117.76,0.392375787,0.00487476,0.198625274
2793,umc1698,6215.42,0.223463828,0.174335646,0.198899737
381,umc1955,768.84,2.81E-06,0.398806155,0.19940448
2459,umc2333,5348.49,0.390723654,0.009056662,0.199890158
1487,AY109980,3295.48,0.319538062,0.081371136,0.200454599
2389,gpm384,5138.91,0.301442382,0.100304716,0.200873549
900,php20905,1907.21,0.363058432,0.039071725,0.201065079
2224,umc1426,4802.8,0.069845565,0.332674611,0.201260088
1359,umc1031,3046.03,0.008333754,0.394751883,0.201542818
935,npi446,2033.81,0.376568725,0.027288688,0.201928706
1031,gpm28b,2182.01,0.280197656,0.123754628,0.201976142
1549,umc1532,3432.01,0.079881043,0.324620248,0.202250646
147,lim432,290.75,0.130419342,0.274254452,0.202336897
30,AY108650,77.57,0.404989661,0.00032772,0.202658691
2718,IDP2398,5957.74,0.396806668,0.008589745,0.202698206
1270,IDP238,2778.34,0.119346507,0.286540463,0.202943485
1423,IDP2466,3131.26,0.30734086,0.098799998,0.203070429
997,AY110151,2124.63,0.397099716,0.009756327,0.203428021
1386,gpm258,3061.89,0.40146965,0.006763349,0.2041165
1402,mmc0371,3091.36,0.399752244,0.008764218,0.204258231
367,IDP126,736.62,7.03E-06,0.409616871,0.204811949
820,AY109575,1693.8,0.337212262,0.073379682,0.205295972
2509,npi110a,5512.01,0.410905314,6.78E-06,0.205456047
138,IDP875,277.67,0.032211377,0.379318188,0.205764782
1869,gpm715b,4057.38,0.411633073,3.96E-05,0.205836337
2893,gpm815c,6355.76,0.010815661,0.400891062,0.205853361
1742,gpm803a,3809.59,0.411488133,0.000235848,0.20586199
886,gpm257s,1878.5,0.338807433,0.072966026,0.205886729
1467,mmp70,3236.07,0.411588345,0.000981303,0.206284824
637,IDP2407,1417,0.326617092,0.086204266,0.206410679
2649,gpm328a,5811.35,0.305797512,0.108537283,0.207167398
2937,umc2343,6430.44,0.41454209,0.000106256,0.207324173
2353,IDP96,5074.07,0.414741982,0.000590908,0.207666445
1431,gpm903b,3149.47,0.202843367,0.2128985,0.207870934
1824,IDP1625,3936.39,0.332735406,0.083117837,0.207926621
2038,gpm716h,4415.78,0.415839484,8.00E-05,0.207959742
701,AY109687,1490.05,0.252480007,0.163465294,0.207972651
2376,npi389,5109.98,0.416323574,9.55E-05,0.208209537
1860,gpm412,4033.45,0.393483,0.02307395,0.208278475
2097,gpm599a,4517.96,0.101477094,0.315273505,0.208375299
1982,agrr189,4329.54,0.344648652,0.072396077,0.208522365
1193,IDP3849,2492.24,0.363251753,0.053904573,0.208578163
469,bnl7.25a,949.7,0.416069534,0.001444071,0.208756803
122,bnlg439,257.44,0.193382199,0.224447743,0.208914971
2263,mmc0162,4910.53,0.273380135,0.144672433,0.209026284
2219,IDP106,4786.3,0.418927957,1.45E-10,0.209463979
2993,dmt103a,6648.69,0.235218242,0.184463643,0.209840943
3045,gpm884,6850.02,0.008661464,0.411513486,0.210087475
2716,gpm348,5956.47,0.41994916,0.000266914,0.210108037
484,IDP3856,1010.93,0.295977584,0.125436426,0.210707005
625,AY103944,1398.22,0.337191023,0.085062252,0.211126638
2923,IDP1640,6389.94,0.02404672,0.40140002,0.21272337
2696,IDP115,5911,0.150888047,0.274926958,0.212907502
3230,gpm156d,7162.66,0.424435383,0.001993513,0.213214448
1587,ufg36,3535.8,0.285068017,0.141791984,0.21343
2082,gpm926k,4496.17,0.063810064,0.363926782,0.213868423
2238,gpm57,4862.5,0.279885911,0.148537678,0.214211795
1005,umc1773,2150.43,0.219337491,0.209751149,0.21454432
703,gpm751,1491.46,0.050143335,0.379138916,0.214641126
2009,gpm661b,4362.89,0.426954096,0.00272696,0.214840528
2666,umc1905,5839.69,0.043184703,0.386700705,0.214942704
1448,IDP1980,3206.13,0.219034759,0.211073278,0.215054018
787,umc1049,1621.79,0.000819385,0.429621489,0.215220437
1879,bnl5.24a,4124.48,0.006127578,0.424432554,0.215280066
924,mmp186,2015.31,0.406319861,0.024575548,0.215447705
1913,bnlg161b,4228.2,0.313433501,0.118413441,0.215923471
1508,gpm276b,3339.42,0.006823928,0.425212525,0.216018226
1494,rz596b,3299.08,0.430083118,0.002006047,0.216044583
1888,umc1225,4156.48,0.001577054,0.430587716,0.216082385
1275,mmp174,2790.4,0.04509245,0.387349737,0.216221093
782,sdg116b,1619.36,0.074226708,0.358450983,0.216338846
1377,umc1791,3058.15,0.004993172,0.427996037,0.216494604
1108,umc2268,2331.2,0.009810394,0.423574153,0.216692274
2337,gpm30b,5046.76,0.000973773,0.432994636,0.216984204
2142,gpm34j,4603.88,1.92E-08,0.434882549,0.217441284
1196,IDP1608,2494.28,0.277940389,0.157227283,0.217583836
265,IDP1703,509.1,0.263921359,0.17137129,0.217646325
3190,IDP377,7071.94,0.406200216,0.030244695,0.218222456
1194,IDP3927,2492.25,0.376574069,0.060467323,0.218520696
2969,IDP2462,6577.98,0.436533225,0.000662916,0.218598071
365,umc37a,724.54,1.67E-06,0.438534983,0.219268324
700,gpm221a,1489.46,0.236790082,0.202704071,0.219747077
3058,IDP475,6866.24,0.439738486,1.77E-05,0.219878093
2601,AY104017,5720.64,4.59E-06,0.439754178,0.219879382
485,gpm217a,1014.67,0.338022282,0.101809885,0.219916083
2079,IDP129,4492.23,0.356247531,0.084390861,0.220319196
2544,umc32b,5599.13,0.088074818,0.352593548,0.220334183
380,umc2080,767.84,3.74E-06,0.440768998,0.220386369
709,AY111877,1497.66,0.007294199,0.433643647,0.220468923
729,agp1,1519.97,0.413905784,0.02734734,0.220626562
2042,gpm426c,4421.1,0.442900547,8.69E-06,0.221454618
1889,AY110182,4158.68,0.002069835,0.441466405,0.22176812
731,bnlg1138,1520.27,0.432246767,0.01129182,0.221769293
3134,AY110365,6961.4,0.443321657,0.000458402,0.22189003
181,bnlg1811,384.76,0.30263754,0.141713664,0.222175602
609,mmp42,1359.72,0.289175582,0.155502171,0.222338876
2940,npi427a,6431.95,0.379895108,0.065420228,0.222657668
1955,IDP184,4298.36,0.426147239,0.019259235,0.222703237
798,chr122,1653.69,0.024495189,0.421162565,0.222828877
1453,gpm874a,3216.75,0.44567708,2.32E-05,0.22285014
2366,mmp152,5100.47,0.262442844,0.183279937,0.222861391
101,umc11a,217.14,0.446239682,0.000204852,0.223222267
967,mmp69,2085.63,0.444372967,0.002179135,0.223276051
1030,gpm140,2181.89,0.323306109,0.123543002,0.223424555
394,sdg123,791.85,7.19E-07,0.447028554,0.223514637
388,umc1446,780.04,1.84E-05,0.447041401,0.223529919
1635,npi282a,3644.31,0.327906363,0.12030839,0.224107376
1096,gpm799,2296.55,0.330418003,0.118498716,0.22445836
492,npi241a,1024.2,0.437690424,0.011767368,0.224728896
491,hon110,1023.27,0.437690424,0.012454187,0.225072306
3197,gpm900,7092.01,0.251731181,0.198470931,0.225101056
1218,jpsb107c,2598.24,0.041832308,0.408533051,0.22518268
3109,umc2348,6934.68,0.215848538,0.234808344,0.225328441
490,umc1111,1021.1,0.437690424,0.013311787,0.225501106
2358,mbd108,5080.09,0.373495846,0.078343593,0.22591972
3201,IDP4051,7105.07,0.229638116,0.222341064,0.22598959
1478,ssu1,3282.17,0.090873098,0.361259095,0.226066096
1833,IDP290,3980.33,3.73E-05,0.452119382,0.226078347
1381,bnlg1755,3059.95,0.170018427,0.282516078,0.226267252
2657,mmp32,5816.09,0.453638878,0.000171893,0.226905386
1880,IDP1491,4131.42,0.021595463,0.433134793,0.227365128
909,gpm770,1938.67,0.388390935,0.067573791,0.227982363
2612,gpm363g,5742.95,0.032833018,0.42321519,0.228024104
352,umc1128,709.93,0.003405637,0.453688267,0.228546952
2878,gta101c,6335.22,0.284255542,0.173249794,0.228752668
1227,umc1813,2618.64,0.028740786,0.428980352,0.228860569
1226,umc2277,2617.64,0.032135246,0.425835523,0.228985385
347,php20661,698.33,0.051486184,0.406507955,0.228997069
276,bnlg2057,526,9.80E-05,0.45821916,0.22915858
2722,IDP1432,5967.78,0.457019493,0.001508745,0.229264119
83,gpm768,168.34,0.021587597,0.437875489,0.229731543
769,gpm507,1596.5,0.454521252,0.005451565,0.229986409
301,umc58,574.31,0.080995882,0.379292997,0.23014444
636,mmp122,1416.62,0.197446252,0.26299361,0.230219931
277,umc2234,527.4,7.90E-05,0.460649672,0.23036435
1576,bip2,3497.91,0.460783301,1.22E-08,0.230391657
2157,gpm186c,4628.59,0.380181972,0.082714736,0.231448354
397,IDP1468,800.91,4.92E-09,0.462964284,0.231482144
1198,sdg115,2495.73,0.421002927,0.04290023,0.231951578
894,IDP3785,1898.48,0.015287736,0.449826488,0.232557112
2973,AY109543,6583.67,0.462452989,0.002684795,0.232568892
1586,AY109758,3532.1,0.298033514,0.167424177,0.232728845
642,umc134b,1429.82,0.129743116,0.335729135,0.232736125
493,IDP538,1024.98,0.464436807,0.002116693,0.23327675
82,bnlg1953,168.33,0.007967422,0.46120407,0.234585746
756,AY110410,1568.99,0.079081367,0.390889494,0.23498543
52,gpm584,107.6,0.183412921,0.287051915,0.235232418
1612,umc1523,3586.9,0.061710588,0.40898903,0.235349809
2161,IDP2001,4638.26,0.209823031,0.261364387,0.235593709
617,umc34,1384.32,0.40451486,0.066721064,0.235617962
1457,gol1,3223.37,0.471604972,0.000311377,0.235958174
1664,gpm404a,3717.81,0.468027159,0.007258298,0.237642729
1409,IDP1676,3104.17,0.470181891,0.00581707,0.237999481
768,IDP456,1593.67,0.464370534,0.012038334,0.238204434
2022,umc1918,4394.97,0.476501193,0.000563198,0.238532195
1387,umc1142,3062.56,0.47691097,0.000659519,0.238785245
2067,gpm242,4474.73,0.03361399,0.44537318,0.239493585
539,isu144a,1168.41,0.445722808,0.034558092,0.24014045
2311,AY109968,4983.74,0.314466062,0.166135118,0.24030059
810,mmp137,1678.2,0.389453058,0.091239862,0.24034646
1627,gpm610b,3617.92,0.236326299,0.244395859,0.240361079
1877,AY110369,4115.48,0.162165301,0.318853274,0.240509287
3188,gpm288,7069.78,0.247091626,0.234189628,0.240640627
899,umc1892,1905.51,0.109542096,0.371751806,0.240646951
611,sdg104,1364.27,0.473584106,0.008039754,0.24081193
354,IDP2492,715.86,2.23E-05,0.481928854,0.240975562
2146,mmp1,4606.81,4.45E-05,0.482013826,0.241029154
630,umc2248,1408.82,0.310991699,0.171516059,0.241253879
1537,gpm363e,3394.07,0.168980065,0.314567176,0.241773621
2123,uaz121a,4567.51,0.327518176,0.156118304,0.24181824
1178,AY105849,2467.72,0.371802697,0.11404395,0.242923323
1240,IDP152,2651.23,0.447147134,0.039133666,0.2431404
2370,IDP1704,5107.1,0.253309548,0.233067793,0.243188671
2364,IDP3960,5097.04,0.392144846,0.094273371,0.243209109
1546,IDP414,3424.52,0.487098227,0.000236766,0.243667496
2354,mmp46,5074.67,0.487873482,0.000280407,0.244076945
2239,IDP520,4862.51,0.403760976,0.084655753,0.244208365
1891,gpm535,4162.45,4.59E-05,0.48841524,0.244230586
712,umc2252,1500.16,0.116798344,0.371873444,0.244335894
2820,gpm721,6269.4,0.488604427,0.00011817,0.244361299
521,IDP72,1102.87,0.395043711,0.094529323,0.244786517
1113,gpm37,2338.62,2.25E-07,0.489605033,0.244802629
3226,gpm493c,7159.38,0.026126039,0.463956814,0.245041426
1008,gpm835e,2156.26,0.449899801,0.040289888,0.245094845
1358,gpm130,3043.91,0.010577708,0.479712016,0.245144862
364,umc128a,720.84,3.14E-05,0.490481023,0.245256221
2341,gpm647,5052.45,0.003485865,0.487921033,0.245703449
1753,umc2299,3825.06,0.458174635,0.033603913,0.245889274
3027,gpm657,6792.71,0.483446534,0.008824809,0.246135671
1438,mmp147,3170.87,0.488382734,0.004425883,0.246404309
1853,gpm363b,4020.21,0.143973086,0.350583277,0.247278181
524,bnl6.32,1111.73,0.284801505,0.209805033,0.247303269
331,AY111834,655.11,0.1404317,0.355314798,0.247873249
1249,IDP2394,2678.19,0.492408651,0.003586138,0.247997395
1564,AY109668,3462.31,0.324990442,0.172214169,0.248602306
1250,IDP798,2679.01,0.497432241,0.000278364,0.248855303
304,IDP4057,582.07,0.251175371,0.247659866,0.249417618
783,asg20,1619.79,0.037571396,0.461296704,0.24943405
2525,gpm423d,5553.33,0.49978217,4.51E-06,0.24989334
2520,chr117a,5536.25,0.500492644,2.58E-05,0.250259222
2377,AY107911,5110.07,0.500250507,0.00105828,0.250654394
2141,umc2162,4603.61,2.56E-07,0.503478731,0.251739494
2350,umc1450,5070.96,0.503604794,0.000203809,0.251904301
2445,gpm2,5275.63,0.184631143,0.319693191,0.252162167
1585,AY110625,3525.7,0.422629906,0.082970346,0.252800126
3068,AY105746,6883.63,0.505250124,0.00046864,0.252859382
348,bnlg1025,698.93,0.053023813,0.453032387,0.2530281
931,umc1030,2029.01,0.078302864,0.428255295,0.25327908
2122,uaz400,4567.11,0.227440886,0.279437094,0.25343899
463,mmp165,938.2,0.20219483,0.304915003,0.253554916
2399,bnlg1805,5147.19,0.507224546,7.28E-08,0.253612309
2980,IDP634,6607.88,0.188942101,0.318324142,0.253633121
468,gpm610a,949.3,0.507041952,0.000768383,0.253905168
2701,AY109593,5924.69,0.173462572,0.334924563,0.254193568
475,AY109834,968.5,0.507077195,0.00176768,0.254422437
1741,gpm753a,3809.43,0.508790236,0.000196321,0.254493278
2382,nfd101a,5120.57,0.504280414,0.00488834,0.254584377
99,npi439a,215.14,0.493921355,0.015580203,0.254750779
1734,ufg60,3806.22,0.509560283,9.51E-05,0.254827691
3146,umc1697,6981,0.50476046,0.00541678,0.25508862
357,IDP820,717.45,3.69E-05,0.510716822,0.255376848
3025,gpm916c,6792.06,0.272111692,0.239647241,0.255879466
1919,IDP3778,4241.73,0.40341769,0.108384514,0.255901102
977,mmp29,2098.53,0.511386419,0.000518149,0.255952284
1098,gpm274,2306.41,0.0894956,0.422418028,0.255956814
1870,gpm180a,4092.12,0.031226057,0.481137103,0.25618158
3225,umc1176,7158.51,0.34971721,0.163286462,0.256501836
2929,AY110217,6418.34,0.101158881,0.413802337,0.257480609
343,gpm415a,687.82,0.063168325,0.452645034,0.25790668
68,bnlg1429,141.83,0.006598403,0.510585961,0.258592182
1222,gpm89c,2604.33,0.341035635,0.176384158,0.258709897
1090,AY106026,2285.44,0.514229301,0.003540708,0.258885005
3138,gpm253b,6966.01,0.435505319,0.082780949,0.259143134
3149,IDP3961,6986.99,0.410427607,0.107859283,0.259143445
3054,IDP1479,6861.85,0.518367139,0.000232435,0.259299787
1762,BE639933,3835.16,0.355749608,0.163634558,0.259692083
1981,rz444e,4328.74,0.244286233,0.275337632,0.259811933
2371,IDP836,5107.11,0.421762221,0.099174172,0.260468196
2173,mlg3,4657.83,0.126563235,0.395988349,0.261275792
2329,IDP1424,5026.23,0.184454655,0.338701747,0.261578201
3062,umc1367,6873.83,0.523713534,2.86E-07,0.26185691
