Entry,Treatment,Line,Replicate,Height_in,comments
220,"low_water, pathogen",Mo272,4,68,
220,"low_water, pathogen",Mo272,5,72,
220,"low_water, pathogen",Mo272,6,75,
220,"low_water, pathogen",Mo272,7,78,
220,"low_water, pathogen",Mo272,8,67,
220,"low_water, pathogen",Mo272,9,76,
220,"low_water, pathogen",Mo272,10,69,
220,"low_water, pathogen",Mo272,11,71,
220,"low_water, pathogen",Mo272,12,74,
220,"low_water, pathogen",Mo272,13,72,
220,"low_water, pathogen",Mo272,14,71,
220,"low_water, pathogen",Mo272,15,69,
220,"low_water, pathogen",Mo272,16,66,
220,"low_water, pathogen",Mo272,17,53,
220,"low_water, pathogen",Mo272,18,40,
221,"low_water, pathogen",Mo275,1,58,
221,"low_water, pathogen",Mo275,2,61,
221,"low_water, pathogen",Mo275,3,63,
221,"low_water, pathogen",Mo275,4,60,
221,"low_water, pathogen",Mo275,5,41,
221,"low_water, pathogen",Mo275,6,55,
221,"low_water, pathogen",Mo275,7,57,
221,"low_water, pathogen",Mo275,8,61,
221,"low_water, pathogen",Mo275,9,66,
221,"low_water, pathogen",Mo275,10,60,
221,"low_water, pathogen",Mo275,11,69,
221,"low_water, pathogen",Mo275,12,64,
221,"low_water, pathogen",Mo275,13,67,
221,"low_water, pathogen",Mo275,14,57,
221,"low_water, pathogen",Mo275,15,56,
221,"low_water, pathogen",Mo275,16,58,
221,"low_water, pathogen",Mo275,17,52,
221,"low_water, pathogen",Mo275,18,46,
221,"low_water, pathogen",Mo275,19,48,
222,"low_water, pathogen",Mo276,1,45,
222,"low_water, pathogen",Mo276,2,62,
222,"low_water, pathogen",Mo276,3,53,
222,"low_water, pathogen",Mo276,4,60,
222,"low_water, pathogen",Mo276,5,67,
222,"low_water, pathogen",Mo276,6,56,
222,"low_water, pathogen",Mo276,7,64,
222,"low_water, pathogen",Mo276,8,50,
222,"low_water, pathogen",Mo276,9,61,
222,"low_water, pathogen",Mo276,10,48,
222,"low_water, pathogen",Mo276,11,58,
222,"low_water, pathogen",Mo276,12,64,
222,"low_water, pathogen",Mo276,13,60,
222,"low_water, pathogen",Mo276,14,43,
222,"low_water, pathogen",Mo276,15,61,
222,"low_water, pathogen",Mo276,16,56,
229,"low_water, pathogen",Mo281,1,84,
229,"low_water, pathogen",Mo281,2,75,
229,"low_water, pathogen",Mo281,3,74,
229,"low_water, pathogen",Mo281,4,85,
229,"low_water, pathogen",Mo281,5,83,
229,"low_water, pathogen",Mo281,6,87,
229,"low_water, pathogen",Mo281,7,77,
229,"low_water, pathogen",Mo281,8,74,
229,"low_water, pathogen",Mo281,9,84,
229,"low_water, pathogen",Mo281,10,87,
229,"low_water, pathogen",Mo281,11,85,
229,"low_water, pathogen",Mo281,12,73,
229,"low_water, pathogen",Mo281,13,85,
229,"low_water, pathogen",Mo281,14,81,
230,"low_water, pathogen",Mo284,1,84,
230,"low_water, pathogen",Mo284,2,86,
230,"low_water, pathogen",Mo284,3,87,
230,"low_water, pathogen",Mo284,4,86,
230,"low_water, pathogen",Mo284,5,77,
230,"low_water, pathogen",Mo284,6,90,
230,"low_water, pathogen",Mo284,7,90,
230,"low_water, pathogen",Mo284,8,84,
230,"low_water, pathogen",Mo284,9,88,
231,"low_water, pathogen",B73,1,63,
231,"low_water, pathogen",B73,2,74,
231,"low_water, pathogen",B73,3,75,
231,"low_water, pathogen",B73,4,72,
231,"low_water, pathogen",B73,5,73,
231,"low_water, pathogen",B73,6,76,
231,"low_water, pathogen",B73,7,76,
231,"low_water, pathogen",B73,8,74,
231,"low_water, pathogen",B73,9,74,
231,"low_water, pathogen",B73,10,74,
231,"low_water, pathogen",B73,11,72,
231,"low_water, pathogen",B73,12,74,
231,"low_water, pathogen",B73,13,74,
231,"low_water, pathogen",B73,14,76,
232,"low_water, pathogen",Mo287,1,72,
232,"low_water, pathogen",Mo287,2,72,
232,"low_water, pathogen",Mo287,3,70,
232,"low_water, pathogen",Mo287,4,69,
232,"low_water, pathogen",Mo287,5,75,
232,"low_water, pathogen",Mo287,6,81,
232,"low_water, pathogen",Mo287,7,73,
232,"low_water, pathogen",Mo287,8,75,
232,"low_water, pathogen",Mo287,9,69,
232,"low_water, pathogen",Mo287,10,76,
232,"low_water, pathogen",Mo287,11,78,
232,"low_water, pathogen",Mo287,12,80,
232,"low_water, pathogen",Mo287,13,80,
232,"low_water, pathogen",Mo287,14,76,
232,"low_water, pathogen",Mo287,15,79,
232,"low_water, pathogen",Mo287,16,81,
232,"low_water, pathogen",Mo287,17,82,
233,"low_water, pathogen",Mo288,1,60,
233,"low_water, pathogen",Mo288,2,69,
233,"low_water, pathogen",Mo288,3,64,
233,"low_water, pathogen",Mo288,4,73,
233,"low_water, pathogen",Mo288,5,67,
233,"low_water, pathogen",Mo288,6,47,
233,"low_water, pathogen",Mo288,7,66,
233,"low_water, pathogen",Mo288,8,66,
233,"low_water, pathogen",Mo288,9,69,
233,"low_water, pathogen",Mo288,10,71,
233,"low_water, pathogen",Mo288,11,69,
233,"low_water, pathogen",Mo288,12,61,
233,"low_water, pathogen",Mo288,13,69,
233,"low_water, pathogen",Mo288,14,69,
233,"low_water, pathogen",Mo288,15,67,
233,"low_water, pathogen",Mo288,16,70,
233,"low_water, pathogen",Mo288,17,67,
233,"low_water, pathogen",Mo288,18,69,
233,"low_water, pathogen",Mo288,19,60,
233,"low_water, pathogen",Mo288,20,62,
233,"low_water, pathogen",Mo288,21,47,
234,"low_water, pathogen",Mo296,1,60,
234,"low_water, pathogen",Mo296,2,54,
234,"low_water, pathogen",Mo296,3,60,
234,"low_water, pathogen",Mo296,4,61,
234,"low_water, pathogen",Mo296,5,61,
234,"low_water, pathogen",Mo296,6,56,
234,"low_water, pathogen",Mo296,7,65,
234,"low_water, pathogen",Mo296,8,66,
234,"low_water, pathogen",Mo296,9,54,
234,"low_water, pathogen",Mo296,10,62,
234,"low_water, pathogen",Mo296,11,61,
234,"low_water, pathogen",Mo296,12,48,
234,"low_water, pathogen",Mo296,13,58,
241,"low_water, pathogen",Mo297,1,70,
241,"low_water, pathogen",Mo297,2,72,
241,"low_water, pathogen",Mo297,3,73,
241,"low_water, pathogen",Mo297,4,70,
241,"low_water, pathogen",Mo297,5,78,
241,"low_water, pathogen",Mo297,6,76,
241,"low_water, pathogen",Mo297,7,72,
241,"low_water, pathogen",Mo297,8,71,
241,"low_water, pathogen",Mo297,9,75,
241,"low_water, pathogen",Mo297,10,73,
241,"low_water, pathogen",Mo297,11,74,
241,"low_water, pathogen",Mo297,12,78,
241,"low_water, pathogen",Mo297,13,79,
241,"low_water, pathogen",Mo297,14,73,
242,"low_water, pathogen",B73,1,73,
242,"low_water, pathogen",B73,2,75,
242,"low_water, pathogen",B73,3,73,
242,"low_water, pathogen",B73,4,74,
242,"low_water, pathogen",B73,5,87,
242,"low_water, pathogen",B73,6,73,
242,"low_water, pathogen",B73,7,62,
242,"low_water, pathogen",B73,8,62,
242,"low_water, pathogen",B73,9,66,
242,"low_water, pathogen",B73,10,75,
242,"low_water, pathogen",B73,11,76,
242,"low_water, pathogen",B73,12,78,
242,"low_water, pathogen",B73,13,77,
242,"low_water, pathogen",B73,14,75,
242,"low_water, pathogen",B73,15,80,
243,"low_water, pathogen",Mo298,1,77,
243,"low_water, pathogen",Mo298,2,73,
243,"low_water, pathogen",Mo298,3,69,
243,"low_water, pathogen",Mo298,4,73,
243,"low_water, pathogen",Mo298,5,70,
243,"low_water, pathogen",Mo298,6,73,
243,"low_water, pathogen",Mo298,7,73,
243,"low_water, pathogen",Mo298,8,72,
243,"low_water, pathogen",Mo298,9,71,
243,"low_water, pathogen",Mo298,10,71,
243,"low_water, pathogen",Mo298,11,75,
243,"low_water, pathogen",Mo298,12,74,
243,"low_water, pathogen",Mo298,13,78,
244,"low_water, pathogen",Mo309,1,79,
244,"low_water, pathogen",Mo309,2,79,
244,"low_water, pathogen",Mo309,3,77,
244,"low_water, pathogen",Mo309,4,75,
244,"low_water, pathogen",Mo309,5,80,
244,"low_water, pathogen",Mo309,6,82,
244,"low_water, pathogen",Mo309,7,73,
244,"low_water, pathogen",Mo309,8,73,
244,"low_water, pathogen",Mo309,9,74,
245,"low_water, pathogen",Mo311,1,64,
245,"low_water, pathogen",Mo311,2,67,
245,"low_water, pathogen",Mo311,3,67,
245,"low_water, pathogen",Mo311,4,57,
245,"low_water, pathogen",Mo311,5,67,
245,"low_water, pathogen",Mo311,6,68,
245,"low_water, pathogen",Mo311,7,56,
245,"low_water, pathogen",Mo311,8,65,
245,"low_water, pathogen",Mo311,9,66,
245,"low_water, pathogen",Mo311,10,58,
245,"low_water, pathogen",Mo311,11,63,
245,"low_water, pathogen",Mo311,12,59,
246,"low_water, pathogen",Mo317,1,67,
246,"low_water, pathogen",Mo317,2,54,
246,"low_water, pathogen",Mo317,3,55,
246,"low_water, pathogen",Mo317,4,55,
246,"low_water, pathogen",Mo317,5,57,
246,"low_water, pathogen",Mo317,6,55,
246,"low_water, pathogen",Mo317,7,26,
246,"low_water, pathogen",Mo317,8,50,
246,"low_water, pathogen",Mo317,9,50,
246,"low_water, pathogen",Mo317,10,51,
246,"low_water, pathogen",Mo317,11,42,
246,"low_water, pathogen",Mo317,12,52,
246,"low_water, pathogen",Mo317,13,37,
246,"low_water, pathogen",Mo317,14,42,
246,"low_water, pathogen",Mo317,15,54,
246,"low_water, pathogen",Mo317,16,42,
253,"low_water, pathogen",Mo321,1,67,
253,"low_water, pathogen",Mo321,2,61,
253,"low_water, pathogen",Mo321,3,66,
253,"low_water, pathogen",Mo321,4,58,
253,"low_water, pathogen",Mo321,5,68,
253,"low_water, pathogen",Mo321,6,70,
253,"low_water, pathogen",Mo321,7,73,
254,"low_water, pathogen",Mo323,1,78,
254,"low_water, pathogen",Mo323,2,76,
254,"low_water, pathogen",Mo323,3,83,
254,"low_water, pathogen",Mo323,4,82,
254,"low_water, pathogen",Mo323,5,81,
254,"low_water, pathogen",Mo323,6,77,
254,"low_water, pathogen",Mo323,7,84,
254,"low_water, pathogen",Mo323,8,84,
254,"low_water, pathogen",Mo323,9,81,
254,"low_water, pathogen",Mo323,10,87,
254,"low_water, pathogen",Mo323,11,71,
254,"low_water, pathogen",Mo323,12,81,
254,"low_water, pathogen",Mo323,13,80,
254,"low_water, pathogen",Mo323,14,84,
255,"low_water, pathogen",Mo328,1,85,
255,"low_water, pathogen",Mo328,2,75,
255,"low_water, pathogen",Mo328,3,79,
255,"low_water, pathogen",Mo328,4,86,
255,"low_water, pathogen",Mo328,5,85,
255,"low_water, pathogen",Mo328,6,85,
255,"low_water, pathogen",Mo328,7,78,
255,"low_water, pathogen",Mo328,8,83,
255,"low_water, pathogen",Mo328,9,81,
255,"low_water, pathogen",Mo328,10,82,
255,"low_water, pathogen",Mo328,11,82,
255,"low_water, pathogen",Mo328,12,78,
255,"low_water, pathogen",Mo328,13,82,
255,"low_water, pathogen",Mo328,14,84,
256,"low_water, pathogen",B73,1,65,
256,"low_water, pathogen",B73,2,67,
256,"low_water, pathogen",B73,3,69,
256,"low_water, pathogen",B73,4,62,
256,"low_water, pathogen",B73,5,73,
256,"low_water, pathogen",B73,6,71,
256,"low_water, pathogen",B73,7,75,
256,"low_water, pathogen",B73,8,72,
256,"low_water, pathogen",B73,9,77,
256,"low_water, pathogen",B73,10,73,
256,"low_water, pathogen",B73,11,72,
256,"low_water, pathogen",B73,12,71,
256,"low_water, pathogen",B73,13,75,
256,"low_water, pathogen",B73,14,74,
257,"low_water, pathogen",Mo337,1,83,
257,"low_water, pathogen",Mo337,2,82,
257,"low_water, pathogen",Mo337,3,66,
257,"low_water, pathogen",Mo337,4,80,
257,"low_water, pathogen",Mo337,5,79,
257,"low_water, pathogen",Mo337,6,87,
257,"low_water, pathogen",Mo337,7,75,
257,"low_water, pathogen",Mo337,8,80,
257,"low_water, pathogen",Mo337,9,78,
257,"low_water, pathogen",Mo337,10,76,
257,"low_water, pathogen",Mo337,11,80,
257,"low_water, pathogen",Mo337,12,85,
257,"low_water, pathogen",Mo337,13,76,
257,"low_water, pathogen",Mo337,14,83,
258,"low_water, pathogen",Mo341,1,51,
258,"low_water, pathogen",Mo341,2,64,
258,"low_water, pathogen",Mo341,3,45,
258,"low_water, pathogen",Mo341,4,48,
258,"low_water, pathogen",Mo341,5,50,
258,"low_water, pathogen",Mo341,6,61,
258,"low_water, pathogen",Mo341,7,57,
258,"low_water, pathogen",Mo341,8,60,
258,"low_water, pathogen",Mo341,9,33,
258,"low_water, pathogen",Mo341,10,61,
258,"low_water, pathogen",Mo341,11,50,
258,"low_water, pathogen",Mo341,12,50,
258,"low_water, pathogen",Mo341,13,66,
258,"low_water, pathogen",Mo341,14,65,
258,"low_water, pathogen",Mo341,15,71,
258,"low_water, pathogen",Mo341,16,67,
266,"low_water, pathogen",B73,1,81,
266,"low_water, pathogen",B73,2,71,
266,"low_water, pathogen",B73,3,72,
266,"low_water, pathogen",B73,4,75,
266,"low_water, pathogen",B73,5,75,
266,"low_water, pathogen",B73,6,63,
266,"low_water, pathogen",B73,7,47,
266,"low_water, pathogen",B73,8,63,
266,"low_water, pathogen",B73,9,62,
266,"low_water, pathogen",B73,10,46,
266,"low_water, pathogen",B73,11,65,
266,"low_water, pathogen",B73,12,70,
266,"low_water, pathogen",B73,13,63,
266,"low_water, pathogen",B73,14,66,
266,"low_water, pathogen",B73,15,58,
266,"low_water, pathogen",B73,16,66,
266,"low_water, pathogen",B73,17,65,
266,"low_water, pathogen",B73,18,61,
266,"low_water, pathogen",B73,19,61,
267,"low_water, pathogen",Mo360,1,47,
267,"low_water, pathogen",Mo360,2,72,
267,"low_water, pathogen",Mo360,3,65,
267,"low_water, pathogen",Mo360,4,62,
267,"low_water, pathogen",Mo360,5,68,
267,"low_water, pathogen",Mo360,6,64,
267,"low_water, pathogen",Mo360,7,74,
267,"low_water, pathogen",Mo360,8,68,
267,"low_water, pathogen",Mo360,9,64,
267,"low_water, pathogen",Mo360,10,74,
267,"low_water, pathogen",Mo360,11,68,
267,"low_water, pathogen",Mo360,12,75,
267,"low_water, pathogen",Mo360,13,74,
267,"low_water, pathogen",Mo360,14,77,
267,"low_water, pathogen",Mo360,15,73,
267,"low_water, pathogen",Mo360,16,68,
268,"low_water, pathogen",Mo364,1,79,
268,"low_water, pathogen",Mo364,2,72,
268,"low_water, pathogen",Mo364,3,83,
268,"low_water, pathogen",Mo364,4,79,
268,"low_water, pathogen",Mo364,5,77,
268,"low_water, pathogen",Mo364,6,70,
268,"low_water, pathogen",Mo364,7,70,
268,"low_water, pathogen",Mo364,8,75,
268,"low_water, pathogen",Mo364,9,76,
268,"low_water, pathogen",Mo364,10,71,
268,"low_water, pathogen",Mo364,11,70,
268,"low_water, pathogen",Mo364,12,71,
268,"low_water, pathogen",Mo364,13,72,
268,"low_water, pathogen",Mo364,14,71,
268,"low_water, pathogen",Mo364,15,64,
268,"low_water, pathogen",Mo364,16,69,
268,"low_water, pathogen",Mo364,17,68,
268,"low_water, pathogen",Mo364,18,67,
268,"low_water, pathogen",Mo364,19,69,
269,"low_water, pathogen",Mo365,1,73,
269,"low_water, pathogen",Mo365,2,77,
269,"low_water, pathogen",Mo365,3,75,
269,"low_water, pathogen",Mo365,4,66,
269,"low_water, pathogen",Mo365,5,73,
269,"low_water, pathogen",Mo365,6,83,
269,"low_water, pathogen",Mo365,7,73,
269,"low_water, pathogen",Mo365,8,75,
269,"low_water, pathogen",Mo365,9,63,
269,"low_water, pathogen",Mo365,10,77,
269,"low_water, pathogen",Mo365,11,72,
269,"low_water, pathogen",Mo365,12,76,
269,"low_water, pathogen",Mo365,13,70,
269,"low_water, pathogen",Mo365,14,71,
269,"low_water, pathogen",Mo365,15,80,
270,"low_water, pathogen",Mo368,1,67,
270,"low_water, pathogen",Mo368,2,70,
270,"low_water, pathogen",Mo368,3,67,
270,"low_water, pathogen",Mo368,4,66,
270,"low_water, pathogen",Mo368,5,60,
270,"low_water, pathogen",Mo368,6,63,
270,"low_water, pathogen",Mo368,7,59,
270,"low_water, pathogen",Mo368,8,63,
270,"low_water, pathogen",Mo368,9,66,
270,"low_water, pathogen",Mo368,10,63,
270,"low_water, pathogen",Mo368,11,57,
270,"low_water, pathogen",Mo368,12,63,
270,"low_water, pathogen",Mo368,13,56,
270,"low_water, pathogen",Mo368,14,63,
270,"low_water, pathogen",Mo368,15,48,
270,"low_water, pathogen",Mo368,16,65,
270,"low_water, pathogen",Mo368,17,61,
278,"low_water, pathogen",Mo379,1,56,
278,"low_water, pathogen",Mo379,2,57,
278,"low_water, pathogen",Mo379,3,53,
278,"low_water, pathogen",Mo379,4,50,
278,"low_water, pathogen",Mo379,5,51,
278,"low_water, pathogen",Mo379,6,45,
278,"low_water, pathogen",Mo379,7,58,
279,"low_water, pathogen",Mo383,1,71,
279,"low_water, pathogen",Mo383,2,74,
279,"low_water, pathogen",Mo383,3,75,
279,"low_water, pathogen",Mo383,4,69,
279,"low_water, pathogen",Mo383,5,71,
279,"low_water, pathogen",Mo383,6,71,
279,"low_water, pathogen",Mo383,7,63,
279,"low_water, pathogen",Mo383,8,67,
279,"low_water, pathogen",Mo383,9,70,
279,"low_water, pathogen",Mo383,10,72,
279,"low_water, pathogen",Mo383,11,67,
279,"low_water, pathogen",Mo383,12,69,
279,"low_water, pathogen",Mo383,13,65,
279,"low_water, pathogen",Mo383,14,66,
279,"low_water, pathogen",Mo383,15,66,
280,"low_water, pathogen",IBMB73,1,72,
280,"low_water, pathogen",IBMB73,2,66,
280,"low_water, pathogen",IBMB73,3,77,
280,"low_water, pathogen",IBMB73,4,72,
280,"low_water, pathogen",IBMB73,5,77,
280,"low_water, pathogen",IBMB73,6,79,
280,"low_water, pathogen",IBMB73,7,71,
280,"low_water, pathogen",IBMB73,8,77,
280,"low_water, pathogen",IBMB73,9,76,
280,"low_water, pathogen",IBMB73,10,75,
280,"low_water, pathogen",IBMB73,11,76,
280,"low_water, pathogen",IBMB73,12,75,
280,"low_water, pathogen",IBMB73,13,75,
281,"low_water, pathogen",IBMMo17,1,60,
281,"low_water, pathogen",IBMMo17,2,64,
281,"low_water, pathogen",IBMMo17,3,58,
281,"low_water, pathogen",IBMMo17,4,64,
281,"low_water, pathogen",IBMMo17,5,60,
281,"low_water, pathogen",IBMMo17,6,61,
281,"low_water, pathogen",IBMMo17,7,63,
281,"low_water, pathogen",IBMMo17,8,63,
281,"low_water, pathogen",IBMMo17,9,60,
281,"low_water, pathogen",IBMMo17,10,60,
281,"low_water, pathogen",IBMMo17,11,66,
281,"low_water, pathogen",IBMMo17,12,64,
281,"low_water, pathogen",IBMMo17,13,64,
281,"low_water, pathogen",IBMMo17,14,61,
281,"low_water, pathogen",IBMMo17,15,62,
282,"low_water, pathogen",B73,1,63,
282,"low_water, pathogen",B73,2,61,
282,"low_water, pathogen",B73,3,61,
282,"low_water, pathogen",B73,4,57,
282,"low_water, pathogen",B73,5,57,
282,"low_water, pathogen",B73,6,55,
282,"low_water, pathogen",B73,7,65,
282,"low_water, pathogen",B73,8,69,
282,"low_water, pathogen",B73,9,65,
282,"low_water, pathogen",B73,10,61,
282,"low_water, pathogen",B73,11,62,
282,"low_water, pathogen",B73,12,60,
282,"low_water, pathogen",B73,13,64,
282,"low_water, pathogen",B73,14,64,
282,"low_water, pathogen",B73,15,67,
282,"low_water, pathogen",B73,16,60,
282,"low_water, pathogen",B73,17,64,
282,"low_water, pathogen",B73,18,64,
7,"low_water, pathogen",Mo001 ,12,42,
289,Pathogen,Mo001 ,1,73,
289,Pathogen,Mo001 ,2,64,
289,Pathogen,Mo001 ,3,76,
289,Pathogen,Mo001 ,4,62,
289,Pathogen,Mo001 ,5,81,
289,Pathogen,Mo001 ,6,36,
289,Pathogen,Mo001 ,7,48,
289,Pathogen,Mo001 ,8,41,
289,Pathogen,Mo001 ,9,81,
289,Pathogen,Mo001 ,10,75,
289,Pathogen,Mo001 ,11,73,
289,Pathogen,Mo001 ,12,79,
289,Pathogen,Mo001 ,13,81,
289,Pathogen,Mo001 ,14,78,
289,Pathogen,Mo001 ,15,75,
289,Pathogen,Mo001 ,16,68,
290,Pathogen,Mo005,1,75,
290,Pathogen,Mo005,2,76,
290,Pathogen,Mo005,3,81,
290,Pathogen,Mo005,4,77,
290,Pathogen,Mo005,5,82,
290,Pathogen,Mo005,6,76,
290,Pathogen,Mo005,7,78,
290,Pathogen,Mo005,8,78,
290,Pathogen,Mo005,9,61,
290,Pathogen,Mo005,10,81,
290,Pathogen,Mo005,11,76,
290,Pathogen,Mo005,12,82,
290,Pathogen,Mo005,13,57,
290,Pathogen,Mo005,14,82,
290,Pathogen,Mo005,15,71,
290,Pathogen,Mo005,16,78,
290,Pathogen,Mo005,17,82,
290,Pathogen,Mo005,18,57,
290,Pathogen,Mo005,19,68,
291,Pathogen,B73,1,61,
291,Pathogen,B73,2,68,
291,Pathogen,B73,3,76,
291,Pathogen,B73,4,72,
291,Pathogen,B73,5,50,
291,Pathogen,B73,6,58,
291,Pathogen,B73,7,66,
291,Pathogen,B73,8,70,
291,Pathogen,B73,9,72,
291,Pathogen,B73,10,76,
291,Pathogen,B73,11,74,
291,Pathogen,B73,12,71,
291,Pathogen,B73,13,69,
291,Pathogen,B73,14,70,
291,Pathogen,B73,15,66,
291,Pathogen,B73,16,66,
291,Pathogen,B73,17,69,
292,Pathogen,Mo021,1,72,
292,Pathogen,Mo021,2,67,
292,Pathogen,Mo021,3,66,
292,Pathogen,Mo021,4,67,
292,Pathogen,Mo021,5,73,
292,Pathogen,Mo021,6,65,
292,Pathogen,Mo021,7,61,
292,Pathogen,Mo021,8,70,
292,Pathogen,Mo021,9,69,
292,Pathogen,Mo021,10,76,
292,Pathogen,Mo021,11,71,
292,Pathogen,Mo021,12,75,
292,Pathogen,Mo021,13,69,
292,Pathogen,Mo021,14,65,
292,Pathogen,Mo021,15,67,
292,Pathogen,Mo021,16,72,
292,Pathogen,Mo021,17,60,
292,Pathogen,Mo021,18,57,
292,Pathogen,Mo021,19,49,
292,Pathogen,Mo021,20,71,
293,Pathogen,Mo022,1,64,
293,Pathogen,Mo022,2,60,
293,Pathogen,Mo022,3,65,
293,Pathogen,Mo022,4,54,
294,Pathogen,Mo028,1,61,
294,Pathogen,Mo028,2,64,
294,Pathogen,Mo028,3,63,
294,Pathogen,Mo028,4,49,
294,Pathogen,Mo028,5,52,
294,Pathogen,Mo028,6,65,
294,Pathogen,Mo028,7,58,
294,Pathogen,Mo028,8,56,
294,Pathogen,Mo028,9,62,
294,Pathogen,Mo028,10,60,
294,Pathogen,Mo028,11,58,
294,Pathogen,Mo028,12,27,
294,Pathogen,Mo028,13,62,
294,Pathogen,Mo028,14,57,
294,Pathogen,Mo028,15,45,
294,Pathogen,Mo028,16,54,
301,Pathogen,Mo029,1,66,
301,Pathogen,Mo029,2,72,
301,Pathogen,Mo029,3,67,
301,Pathogen,Mo029,4,67,
301,Pathogen,Mo029,5,61,
301,Pathogen,Mo029,6,67,
301,Pathogen,Mo029,7,60,
301,Pathogen,Mo029,8,62,
301,Pathogen,Mo029,9,66,
301,Pathogen,Mo029,10,54,
301,Pathogen,Mo029,11,66,
301,Pathogen,Mo029,12,66,
301,Pathogen,Mo029,13,62,
301,Pathogen,Mo029,14,68,
301,Pathogen,Mo029,15,63,
301,Pathogen,Mo029,16,72,
301,Pathogen,Mo029,17,69,
301,Pathogen,Mo029,18,68,
302,Pathogen,Mo17 parent,1,72,
302,Pathogen,Mo17 parent,2,75,
302,Pathogen,Mo17 parent,3,77,
302,Pathogen,Mo17 parent,4,73,
302,Pathogen,Mo17 parent,5,77,
302,Pathogen,Mo17 parent,6,78,
302,Pathogen,Mo17 parent,7,78,
302,Pathogen,Mo17 parent,8,79,
302,Pathogen,Mo17 parent,9,79,
302,Pathogen,Mo17 parent,10,76,
302,Pathogen,Mo17 parent,11,76,
302,Pathogen,Mo17 parent,12,80,
302,Pathogen,Mo17 parent,13,77,
302,Pathogen,Mo17 parent,14,77,
303,Pathogen,Mo030,1,73,
303,Pathogen,Mo030,2,70,
303,Pathogen,Mo030,3,69,
303,Pathogen,Mo030,4,76,
303,Pathogen,Mo030,5,74,
303,Pathogen,Mo030,6,78,
303,Pathogen,Mo030,7,81,
303,Pathogen,Mo030,8,72,
303,Pathogen,Mo030,9,72,
303,Pathogen,Mo030,10,73,
303,Pathogen,Mo030,11,79,
303,Pathogen,Mo030,12,71,
303,Pathogen,Mo030,13,72,
303,Pathogen,Mo030,14,74,
303,Pathogen,Mo030,15,72,
303,Pathogen,Mo030,16,76,
304,Pathogen,B73,1,74,
304,Pathogen,B73,2,75,
304,Pathogen,B73,3,72,
304,Pathogen,B73,4,75,
304,Pathogen,B73,5,69,
304,Pathogen,B73,6,69,
304,Pathogen,B73,7,79,
304,Pathogen,B73,8,75,
304,Pathogen,B73,9,71,
304,Pathogen,B73,10,73,
304,Pathogen,B73,11,74,
304,Pathogen,B73,12,76,
304,Pathogen,B73,13,80,
304,Pathogen,B73,14,74,
304,Pathogen,B73,15,72,
304,Pathogen,B73,16,74,
305,Pathogen,Mo031,1,60,
305,Pathogen,Mo031,2,75,
305,Pathogen,Mo031,3,77,
305,Pathogen,Mo031,4,53,
305,Pathogen,Mo031,5,79,
305,Pathogen,Mo031,6,63,
305,Pathogen,Mo031,7,51,
305,Pathogen,Mo031,8,80,
305,Pathogen,Mo031,9,70,
305,Pathogen,Mo031,10,62,
305,Pathogen,Mo031,11,72,
305,Pathogen,Mo031,12,65,
305,Pathogen,Mo031,13,74,
305,Pathogen,Mo031,14,80,
305,Pathogen,Mo031,15,76,
305,Pathogen,Mo031,16,78,
305,Pathogen,Mo031,17,81,
305,Pathogen,Mo031,18,64,
305,Pathogen,Mo031,19,81,
306,Pathogen,Mo032,1,68,
306,Pathogen,Mo032,2,62,
306,Pathogen,Mo032,3,66,
306,Pathogen,Mo032,4,48,
306,Pathogen,Mo032,5,52,
306,Pathogen,Mo032,6,66,
306,Pathogen,Mo032,7,62,
306,Pathogen,Mo032,8,65,
306,Pathogen,Mo032,9,67,
306,Pathogen,Mo032,10,64,
306,Pathogen,Mo032,11,33,
306,Pathogen,Mo032,12,65,
306,Pathogen,Mo032,13,68,
306,Pathogen,Mo032,14,71,
306,Pathogen,Mo032,15,68,
313,Pathogen,Mo033,1,73,
313,Pathogen,Mo033,2,53,
313,Pathogen,Mo033,3,70,
313,Pathogen,Mo033,4,74,
313,Pathogen,Mo033,5,75,
313,Pathogen,Mo033,6,74,
313,Pathogen,Mo033,7,74,
313,Pathogen,Mo033,8,61,
313,Pathogen,Mo033,9,74,
313,Pathogen,Mo033,10,76,
313,Pathogen,Mo033,11,73,
313,Pathogen,Mo033,12,80,
314,Pathogen,Mo034,1,72,
314,Pathogen,Mo034,2,72,
314,Pathogen,Mo034,3,73,
314,Pathogen,Mo034,4,69,
314,Pathogen,Mo034,5,73,
314,Pathogen,Mo034,6,92,
314,Pathogen,Mo034,7,68,
314,Pathogen,Mo034,8,69,
314,Pathogen,Mo034,9,71,
314,Pathogen,Mo034,10,63,
314,Pathogen,Mo034,11,60,
314,Pathogen,Mo034,12,63,
314,Pathogen,Mo034,13,69,
314,Pathogen,Mo034,14,64,
314,Pathogen,Mo034,15,63,
314,Pathogen,Mo034,16,65,
314,Pathogen,Mo034,17,63,
315,Pathogen,Mo035,1,67,
315,Pathogen,Mo035,2,65,
315,Pathogen,Mo035,3,62,
315,Pathogen,Mo035,4,64,
315,Pathogen,Mo035,5,71,
315,Pathogen,Mo035,6,66,
315,Pathogen,Mo035,7,65,
315,Pathogen,Mo035,8,66,
315,Pathogen,Mo035,9,69,
315,Pathogen,Mo035,10,65,
315,Pathogen,Mo035,11,66,
315,Pathogen,Mo035,12,63,
