,SNP Names,Position (cM),Mean LOD,Mean P Value,Variance LOD,Variance P Value,Joint LOD,Joint P Value,A Mean Est,A Mean Lower Bound,A Mean Upper Bound,A Standard Deviation Est,A Standard Deviation Lower Bound,A Standard Deviation Upper Bound,B Mean Est,B Mean Lower Bound,B Mean Upper Bound,B Standard Deviation Est,B Standard Deviation Lower Bound,B Standard Deviation Upper Bound
2725,dupssr14,5975.12,0.190322673,0.909226231,0.856960186,0.65149856,1.030424306,0.905148112,59.9132948,59.20063611,60.62595348,10.03295218,8.894375809,11.31727865,60.35211268,59.71303106,60.99119429,10.69992895,9.6768087,11.83122279
2726,AY110127,5996.49,1.838662303,0.398785679,1.133690021,0.567312483,2.72788132,0.604344631,58.56088561,57.74556015,59.37621107,12.19483952,10.75026693,13.83352728,59.68478261,58.98725467,60.38231055,13.53895178,12.2901312,14.91466707
2727,umc1663,6008.19,0.948275509,0.622421505,0.066061538,0.96750879,1.104082035,0.893624006,60.29,59.45732324,61.12267676,11.57464216,10.20654242,13.12612398,59.79929577,59.21439795,60.38419359,11.21856316,10.23848112,12.29246389
2728,IDP1628,6021.13,4.136534882,0.126404595,3.392324857,0.183385932,5.794820773,0.215004127,61.20622568,60.34257585,62.06987551,8.44831576,7.245655301,9.850598216,59.02460457,58.42024469,59.62896445,8.73023162,7.874159003,9.679375805
2729,umc1638,6021.69,2.420237902,0.298161811,0.370864646,0.830745056,2.906724883,0.573554146,62.04280156,61.20428662,62.8813165,9.33889519,8.078105861,10.79646205,59.09656301,58.51836307,59.67476295,9.844538633,8.960775319,10.81546378
2730,gpm646b,6022.61,4.507518937,0.105003723,0.23058837,0.891103956,5.727141243,0.220473266,61.58823529,60.75798058,62.41849001,11.29487909,9.909723966,12.87364756,60.50505051,59.89264146,61.11745955,11.24313121,10.20393703,12.3881595
2731,bnlg1131,6028.29,0.002753529,0.998624183,0.582031306,0.747503977,0.585361683,0.964676364,60.02319588,59.32125723,60.72513452,7.686177932,6.744407541,8.759454531,59.925,59.27067885,60.57932115,7.905028022,7.028554824,8.890798976
2732,gpm194b,6028.7,4.359828731,0.113051211,2.35023631,0.308782493,9.059666824,0.059625275,60.97953216,60.23276836,61.72629597,8.25541109,7.216917405,9.443341033,61.34140436,60.69897123,61.98383749,7.890710082,6.982072537,8.917596496
2733,AY109853,6032.09,0.072763943,0.964271899,2.021451758,0.363954697,2.08916411,0.719363374,59.8370607,59.06801247,60.60610894,11.79433744,10.4655158,13.29188148,59.60169492,58.9211913,60.28219853,12.75825792,11.57489513,14.06260215
2734,gpm880c,6040,3.52091592,0.171966092,5.53827418,0.0627161,8.189847432,0.08486623,59.05507246,58.32610694,59.78403799,5.581217459,4.741413548,6.56976828,62.99607843,62.25360126,63.7385556,5.112740759,4.229387651,6.180591665
2735,IDP1637,6045,2.188552879,0.334781754,1.943872813,0.37834969,4.096483407,0.393105691,58.0141844,57.34063615,58.68773264,6.714558456,5.871523521,7.678636576,61.85643564,61.13270433,62.58016696,6.95672055,6.0643396,7.980417327
2736,umc1957,6046,0.895246078,0.639145572,1.091519705,0.579401357,1.900371256,0.754076795,60.62626263,59.95415534,61.29836991,12.22138695,11.01338642,13.56188671,59.57674419,58.86701699,60.28647139,13.40399398,12.12993187,14.81187665
2737,AY112355,6049.87,1.878109912,0.39099717,0.187259104,0.910620037,2.469421901,0.650119518,58.04065041,57.42731049,58.65399032,7.817286405,6.972167973,8.764844303,62.49202128,61.75150024,63.23254231,8.157083639,7.156431678,9.297652307
2738,umc109,6050,2.087753016,0.352087164,0.34634016,0.840994566,2.655476923,0.617027749,59.67735043,59.04378683,60.31091402,11.86572419,10.76024403,13.08477858,60.31,59.58191608,61.03808392,12.56478434,11.30353823,13.96675998
2739,gpm441,6054.71,4.768587786,0.092154027,0.30024994,0.86060042,6.518334924,0.163638795,60.37529138,59.69793372,61.05264903,11.55750164,10.41427303,12.82622837,61.31268437,60.58080485,62.04456388,11.13354774,9.902548448,12.51757424
2740,bnlg1724,6056.8,1.220600351,0.543187793,1.986640831,0.370344948,3.190907597,0.526400777,61.3042394,60.65203815,61.95644065,11.47857561,10.33332747,12.75075221,58.59854015,57.85950532,59.33757497,13.07829905,11.78859921,14.50909501
2741,npi253a,6059,1.328189625,0.514739252,2.634624559,0.267854253,3.82738653,0.429870265,62.36789298,61.58400787,63.15177809,6.782042204,5.794290844,7.938175301,57.99695122,57.1823806,58.81152184,7.217471873,6.210361036,8.387902078
2742,umc1370,6062.7,0.968155058,0.616265422,1.51589999,0.468626129,2.45839457,0.652101062,60.62569832,59.93403103,61.31736562,12.23485713,10.97692154,13.6369499,59.53091684,58.84431799,60.2175157,13.85553595,12.60250041,15.23315772
2743,umc1040,6066.2,1.287450112,0.525331884,3.376709841,0.184823323,4.288817328,0.368327491,61.11516854,60.40899022,61.82134686,10.83198064,9.653776527,12.15397976,59.53132832,58.77674886,60.28590778,12.13396937,10.88338195,13.52825926
2744,bnlg2122,6066.3,1.439717675,0.486820972,2.444540537,0.294560675,3.490861797,0.479269188,60.68941176,60.0526128,61.32621073,11.23257044,10.1309567,12.45397077,59.27765237,58.56689144,59.9884133,12.69977898,11.47856655,14.05091703
2745,gpm522d,6069.1,5.148820758,0.076198738,3.341261895,0.188128329,8.364339215,0.079107642,62.53467562,61.9329306,63.13642063,10.45125847,9.433345949,11.57900962,58.32835821,57.531785,59.12493142,11.8522933,10.52920985,13.34163327
2746,umc1867,6069.3,0.813296638,0.665878326,2.482744274,0.288987415,3.339956629,0.502626483,59.71428571,59.07173935,60.35683208,9.859606409,8.833641488,11.00472989,59.94258373,59.20389467,60.68127279,11.13585191,9.974465026,12.43246605
2747,IDP844,6069.5,0.251572722,0.881803214,2.637561251,0.267461239,2.851518903,0.58297277,60.55726872,59.90701776,61.20751968,9.737284805,8.737300137,10.8517178,59.02842377,58.28484982,59.77199773,10.20599456,9.075770815,11.47696731
2748,php10005,6073.8,1.877277382,0.391159963,6.630447275,0.036325924,7.604175771,0.107202352,61.23026316,60.49068833,61.96983799,10.58560317,9.349013483,11.98575601,58.75308642,57.92902231,59.57715053,12.04679435,10.68103437,13.58719099
2749,gpm117a,6074.47,3.600757041,0.165236331,5.170640733,0.075371929,7.306948721,0.12052956,60.37595908,59.71764949,61.03426867,11.08418282,9.950973391,12.3464413,61.21750663,60.46832161,61.96669165,12.30115735,11.02163723,13.72921908
2750,IDP4069,6076.47,1.505962136,0.470960493,4.637459475,0.098398498,5.397198679,0.248914666,60.03546099,59.41700926,60.65391273,7.988394629,7.092473714,8.997488228,59.66985646,58.90586669,60.43384623,9.448830898,8.383169304,10.64995852
2751,IDP760,6087.27,3.884230182,0.143400324,1.862798126,0.394002091,5.121586778,0.275047902,61.31656184,60.69779574,61.93532795,8.802337376,7.888798262,9.821666204,57.93681319,57.15507565,58.71855072,9.55848114,8.431673022,10.83587581
2752,ufg41,6095.4,6.764839816,0.033965163,0.388004061,0.823656232,7.115513955,0.129908313,62.38636364,61.69901268,63.0737146,11.25950672,10.10148466,12.55028305,58.33021077,57.64556795,59.0148536,11.61682945,10.46397398,12.89669935
2753,gta106b,6101.53,5.386168119,0.067671913,3.117331002,0.210416685,7.163905001,0.127475985,61.64963504,61.00083312,62.29843695,9.709123182,8.682309884,10.85737254,58.13348416,57.42791674,58.83905158,10.79605437,9.692897913,12.02476194
2754,gpm493b,6102.11,6.750840753,0.034203737,2.660169644,0.264454829,9.793569677,0.044052306,62.56447689,61.940584,63.18836977,10.33533468,9.285366364,11.50403104,58.70350404,57.94930891,59.45769918,11.74102305,10.48905868,13.14242073
2755,bnlg1583,6107.3,2.260604771,0.322935591,2.5099478,0.285083289,5.791320742,0.215284006,61.02345416,60.42643875,61.62046957,7.198700484,6.386631383,8.114025307,59.16710875,58.38806073,59.94615678,8.125428534,7.10996164,9.285927576
2756,c1,6109.7,1.139167142,0.565760989,2.854903147,0.239919561,4.058586573,0.39813508,60.94008264,60.35271137,61.52745392,8.182280803,7.32540088,9.139393221,58.74479167,57.95935767,59.53022566,9.446722665,8.343420545,10.69592125
2757,umc1809a,6110.2,1.250327091,0.535173896,2.83654673,0.242131729,4.162441054,0.384467994,60.94008264,60.35269945,61.52746584,8.325124068,7.460021381,9.290548541,58.6097561,57.80900617,59.41050602,9.617989211,8.482253191,10.90579524
2758,umc2335,6119.8,2.010593391,0.365936047,4.047056115,0.132188274,5.498617213,0.239851054,60.4679089,59.86113907,61.07467873,9.132114669,8.209321498,10.15863715,58.97192982,58.04649877,59.89736088,10.45487441,9.101045231,12.01009293
2759,IDP1969,6121.63,1.837467844,0.399023917,2.957843049,0.227883322,3.824517261,0.430275452,60.05708661,59.45274145,60.66143178,8.492411442,7.620854892,9.463643269,59.54354354,58.7149015,60.37218559,9.251498374,8.093336493,10.575394
2760,gpm774b,6125.3,1.540336743,0.462935117,1.328880184,0.514561554,2.121303485,0.713459626,60.89777778,60.2462187,61.54933686,10.27283565,9.237445635,11.42427858,60.63522013,59.86375748,61.40668278,10.23027706,9.01575592,11.60840751
2761,sh1,6125.31,0.589309745,0.74478859,2.553119645,0.278995445,2.90372096,0.574064589,61.43154762,60.69727827,62.16581697,11.7062532,10.43216776,13.13594328,58.73202614,57.8760806,59.58797169,12.94915917,11.47631498,14.61102483
2762,gpm355,6125.4,6.351689408,0.041758815,0.251997429,0.88161598,8.379963206,0.078610386,61.20666667,60.56565487,61.84767846,10.42196139,9.383822971,11.57494974,60.63522013,59.86375748,61.40668277,10.53155727,9.295739922,11.93166972
2763,umc1588,6127.31,6.812969594,0.033157551,0.920919791,0.630993388,8.027666728,0.090569968,60.97494781,60.35438757,61.59550805,8.083599092,7.212517223,9.059884677,59.7994429,59.03964991,60.55923588,8.469825197,7.424653534,9.662126124
2764,umc1967,6129.31,5.346759671,0.069018559,3.125707,0.209537303,6.447913052,0.168102012,60.12903226,59.47450284,60.78356168,8.582432134,7.637667562,9.64406224,59.07178218,58.34234314,59.80122121,9.110560573,8.073253512,10.28114797
2765,AY107496,6131.78,3.05908825,0.216634403,0.973144387,0.614729962,3.764867703,0.438761705,60.50869565,59.87897238,61.13841893,11.10985883,10.04489634,12.28772891,58.7382199,57.98384306,59.49259673,12.04919763,10.78783964,13.45803872
2766,umc1596,6131.81,0.876603104,0.645131213,0.736185722,0.692052914,1.586507638,0.811215066,60.95612009,60.31467908,61.59756111,7.781361925,6.892249092,8.785171952,59.06299213,58.29873559,59.82724866,8.498003643,7.466916209,9.671471313
2767,bz1,6135.11,0.345747837,0.841243673,0.581038431,0.747875159,0.866659713,0.929294532,60.05462185,59.42085182,60.68839187,8.032774636,7.156472915,9.016378476,59.97245179,59.20941808,60.7354855,8.358639561,7.322999223,9.540743238
2768,umc1170,6146.11,1.130096647,0.568332682,0.369503258,0.831310732,1.44941259,0.835563006,60.70083682,60.07927008,61.32240356,11.77970271,10.69358731,12.97613157,58.59598854,57.81477863,59.37719845,12.6017224,11.25289027,14.11223284
2769,chr113,6148.88,0.942542198,0.624208333,1.021956824,0.599908334,1.933192412,0.748045128,60.23277467,59.64915416,60.81639518,10.90449639,9.925756654,11.97974579,59.21518987,58.37018476,60.06019499,12.00718005,10.6218337,13.57320938
2770,csu471,6150.81,0.760704794,0.683620461,0.627538001,0.730687797,1.334500865,0.855495359,59.76366843,59.18836021,60.33897665,10.60633708,9.663935426,11.64063928,59.92619926,59.0241445,60.82825403,11.40725363,9.970743723,13.05072509
2771,gpm401b,6151.01,0.655655607,0.720487074,1.007372537,0.604298941,1.258258921,0.868416655,60.68156425,60.10972799,61.2534005,10.23876504,9.303148795,11.26847607,60.84489796,59.90828307,61.78151285,11.21430324,9.731012617,12.92369068
2772,IDP2364,6153.2,0.148913026,0.92824784,1.785787051,0.409469227,1.937899593,0.74717975,59.65862709,59.05678874,60.26046543,11.66730751,10.63727343,12.79708238,60.20198675,59.35672919,61.04724432,12.22399538,10.80407593,13.83052694
2773,IDP3817,6154.95,0.861514148,0.650016798,1.649420275,0.438362039,2.517173279,0.641563314,59.41896552,58.83121514,60.0067159,12.02686755,11.00882873,13.13904927,60.81992337,59.93053356,61.70931318,12.197219,10.69056031,13.91621646
2774,gpm547b,6158.94,0.981258698,0.61224096,0.227674811,0.892403044,1.245049684,0.87062724,59.4109589,58.72082144,60.10109637,12.21794123,11.03424787,13.52861469,62.16286645,61.43816573,62.88756717,10.82761499,9.586764945,12.22907279
2775,isu111b,6161.61,0.558794271,0.756239514,0.180427703,0.913735761,0.783447564,0.940653274,59.1557971,58.54784568,59.76374852,9.829829724,8.903293338,10.8527877,61.04482759,60.22506087,61.8645943,9.638095173,8.407609012,11.04866775
2776,AY103622,6161.98,0.852169248,0.653061075,0.016863977,0.991603461,0.867129149,0.929228579,59.41476274,58.82923306,60.00029242,11.84870536,10.83560449,12.95652853,61.22983871,60.31272792,62.1469495,12.22679522,10.67861398,13.99943115
2777,gpm312d,6161.99,5.87661106,0.052955384,0.337023975,0.844921135,7.804443459,0.09901012,60.43212237,59.83968401,61.02456073,11.19468225,10.18712896,12.30188713,62.19512195,61.2404513,63.1497926,11.28675782,9.70835718,13.12177743
2778,gpm603,6162.36,5.656474058,0.059116983,0.08989637,0.956047018,6.837036529,0.144754821,60.29690346,59.70304231,60.89076461,9.613151167,8.704807031,10.61628075,62.02283105,61.116447,62.9292151,9.314522592,7.959939033,10.89962257
2779,gpm602a,6162.45,6.490654836,0.038955807,0.272854857,0.872469634,8.163745172,0.085760841,60.68901304,60.10284817,61.2751779,11.42660687,10.41826132,12.53254651,62.6372549,61.71947785,63.55503195,11.05298059,9.514441368,12.84031034
2780,umc2336,6170.72,1.398740622,0.496898097,1.443347905,0.485938137,2.27958587,0.684488202,59.40181818,58.79763139,60.00600497,12.68370774,11.60410411,13.86375376,60.63036304,59.8172289,61.44349717,12.67058196,11.2394398,14.28395454
2781,IDP3947,6172.37,0.452223502,0.797628961,1.779584056,0.410741167,2.22467363,0.694514676,59.43494424,58.8166096,60.05327888,13.35906568,12.22700078,14.59594541,60.59735974,59.79218431,61.40253516,13.0627781,11.6089363,14.69869135
2782,mmp162,6184.02,4.949596992,0.084179951,1.221513552,0.54293983,5.928391141,0.204560272,58.77263158,58.12184252,59.42342064,13.46442923,12.26185197,14.78494888,62.53918495,61.80256557,63.27580433,12.50733403,11.15792392,14.01993827
2783,bnlg244,6187.62,6.213166124,0.044753615,2.445601409,0.294404471,8.817777114,0.065819119,57.82773109,57.14599478,58.5094674,12.19795686,11.04939993,13.46590335,62.153125,61.41780905,62.88844095,10.88463958,9.647901233,12.27991206
2784,bnlg1401,6192.52,4.743666788,0.093309496,1.648321384,0.438602961,6.19920897,0.184756972,58.36940299,57.73504277,59.0037632,15.08928293,13.85292531,16.43598403,62.57232704,61.85429891,63.29035518,13.13648754,11.75649391,14.67846674
2785,gpm79a,6194.64,4.284914306,0.117366102,1.457590784,0.482489851,5.058439559,0.281353622,58.8992629,58.17185116,59.62667463,10.84679908,9.700990794,12.12794165,61.81779661,61.02805416,62.60753906,9.160561983,7.911328909,10.60705437
2786,gpm252a,6195.43,4.496441858,0.105586904,1.259292605,0.532780211,5.068397109,0.28035125,58.96436526,58.30352942,59.62520109,10.38693034,9.338746906,11.55276216,63.48375451,62.76139473,64.2061143,9.072529604,7.923373465,10.38835211
2787,gpm864b,6195.7,3.587862595,0.166305088,0.47008076,0.790538927,3.848532554,0.426892663,60.22844828,59.58510689,60.87178966,10.99320588,9.929517346,12.17084086,62.62283737,61.86136746,63.38430728,10.33045246,9.080680926,11.75222969
2788,gpm59b,6198.21,5.277588934,0.07144735,1.935296061,0.379975679,6.313398176,0.17693412,59.14320988,58.43391944,59.85250031,12.57184075,11.32653703,13.95406023,62.41503268,61.66912643,63.16093893,11.54079876,10.23572516,13.01227163
2789,IDP4038,6200.56,5.35940705,0.068583484,1.995654288,0.368679659,6.428917704,0.169324607,58.2247191,57.59662531,58.8528129,13.42680078,12.28217215,14.67810228,62.68729642,61.92992331,63.44466952,12.307578,10.94298662,13.84233406
2790,gpm78a,6203.64,2.001247741,0.367650004,0.179520729,0.914150222,2.145755827,0.708971483,59.2622108,58.51891523,60.00550637,12.14710869,10.89295058,13.54566409,61.57083333,60.75345313,62.38821354,10.59950339,9.226396219,12.17696156
2791,mmp30,6207.52,0.608255845,0.737766483,0.836914739,0.658061182,1.432978654,0.838443392,58.29279279,57.61082873,58.97475685,13.29362925,12.0559737,14.65834141,61.36309524,60.58292508,62.14326539,13.23152027,11.82556937,14.80462572
2792,gpm78b,6209.46,0.762921676,0.682863128,0.188904817,0.909871036,0.89435999,0.925368573,60.35423197,59.58426234,61.12420161,10.21928621,9.007544213,11.59403807,60.8687664,60.19536789,61.54216492,9.8174981,8.746705648,11.0193795
2793,umc1698,6215.42,0.127648242,0.93816999,0.315064451,0.854249285,0.474837692,0.97590385,59.1746988,58.39984057,59.94955703,12.21855771,10.87979418,13.7220567,60.62212944,59.98956154,61.25469734,11.99401931,10.88944408,13.21063758
2794,AY105451,6221.17,0.695441907,0.706295938,0.26984771,0.873782443,1.211765227,0.876157777,61.21025641,60.33663856,62.08387426,7.144851202,5.955431645,8.571821781,60.03047619,59.40997299,60.65097939,8.059115603,7.212605203,9.004977046
2795,IDP1976,6227.18,0.609930854,0.737148859,0.791085855,0.673314379,1.36804492,0.849729507,59.16737288,58.51386768,59.82087808,10.85592096,9.799583396,12.02612551,60.9039548,60.14662515,61.66128445,10.8911915,9.676949937,12.25779331
2796,IDP3844,6234.09,0.969890837,0.615730803,2.0191776,0.364368777,2.536053077,0.638191776,59.4185022,58.75578194,60.08122247,12.81237905,11.62330796,14.1230928,60.36434109,59.63469172,61.09399045,13.01616981,11.71298612,14.46434536
2797,lim286,6235.12,2.274494915,0.32070055,0.033187175,0.983543328,2.322502882,0.676675111,59.53406593,58.86275473,60.20537714,13.51481463,12.28016302,14.87359852,60.32552083,59.61567915,61.03536252,13.13638736,11.83550089,14.58025938
2798,wx1,6236.72,1.166758195,0.558009608,1.720553303,0.42304503,2.350399015,0.671608888,59.7037037,59.04335494,60.36405247,10.18294214,9.153923841,11.32763528,60.04947917,59.32051733,60.778441,10.26941073,9.14034873,11.53794016
2799,umc1634,6238.22,0.422502367,0.809570691,0.139093353,0.932816592,0.544739933,0.969001916,59.45274725,58.79135749,60.11413701,12.96098633,11.76493537,14.27863064,60.73783784,60.00103657,61.47463911,13.01857068,11.69322695,14.49413264
2800,umc1258,6240.72,3.081732409,0.214195484,0.814399577,0.665511215,3.5331666,0.472853243,60.29606625,59.67933159,60.91280091,10.62871798,9.614199811,11.75029105,58.78089888,58.00744371,59.55435404,11.36552461,10.11211756,12.77429272
2801,AY109570,6241.42,1.732549881,0.420515079,0.282305152,0.868356811,2.237355245,0.69219644,60.41645885,59.73441572,61.09850198,12.16494488,10.95842985,13.50429631,60.61189802,59.84943205,61.37436398,12.73287184,11.39144275,14.23226441
2802,hon104a,6241.66,0.725645201,0.695709841,2.522891757,0.283244194,2.781534136,0.595024436,60.32527473,59.68398526,60.96656419,11.96108276,10.83596022,13.20302935,59.68592965,58.95441354,60.41744576,12.718797,11.44388533,14.13574082
2803,IDP3890,6241.72,0.758534748,0.684362608,2.574071496,0.276087966,2.854642603,0.582437732,60.10042735,59.47013544,60.73071926,9.709424847,8.731043163,10.79744185,59.54423592,58.77012475,60.3183471,10.51973006,9.339764719,11.84876963
2804,umc1586,6244.72,0.937104738,0.625907696,1.353264678,0.508325983,1.878843863,0.758030258,60.32835821,59.70504048,60.95167594,11.6536179,10.56747367,12.85139802,59.54636591,58.80615624,60.28657559,12.6995766,11.42149668,14.12067527
2805,lim101,6247.32,3.305927018,0.19148161,0.44539554,0.800356704,4.935335843,0.293997027,59.61165049,58.93076398,60.292537,11.94514143,10.76228342,13.25800468,61.41561713,60.70986658,62.12136768,12.14227421,10.91856468,13.50313225
2806,ufg71,6249.42,0.24250267,0.885811296,0.285570035,0.866940426,0.775217072,0.941739343,59.9047619,59.24416391,60.5653599,9.718581588,8.705457838,10.84961065,60.17231638,59.43343028,60.91120249,9.736458326,8.610672353,11.00943304
2807,gpm94,6249.43,0.147153232,0.929064962,0.285118168,0.867136319,0.571761759,0.966149315,60.7761194,60.10585239,61.44638641,8.353302451,7.39370191,9.437445909,61.04054054,60.24379534,61.83728574,8.489689763,7.364293411,9.787066898
2808,mmp170b,6253.53,0.981854273,0.612058669,0.758031377,0.684534873,1.373491074,0.848789058,59.50299401,58.88842551,60.11756251,12.7407558,11.62085458,13.96858184,60.60490463,59.84507797,61.3647313,13.46002609,12.08817146,14.98756888
2809,gpm6,6253.97,4.966297841,0.08347994,0.954164675,0.620591429,5.99423134,0.199579495,59.84875847,59.20357162,60.49394531,9.14205182,8.17373509,10.22508199,61.8879056,61.13894154,62.63686967,9.262061313,8.149374684,10.52667021
2810,IDP1681,6255.01,0.651656413,0.7219292,0.733713988,0.692908728,1.493762516,0.827745782,59.14649682,58.50121326,59.79178037,11.87710354,10.76571237,13.10322845,60.75405405,60.0014641,61.50664401,12.25225758,10.96669425,13.6885202
2811,chr120,6258.63,5.318997561,0.06998329,1.638327545,0.44080011,6.315818002,0.176771614,59.90981964,59.29998741,60.51965186,8.613428974,7.727443699,9.600996341,60.04878049,59.28124481,60.81631617,9.194125397,8.103856067,10.4310764
2812,psr160d,6261.23,1.593541094,0.450782397,0.508910519,0.775338741,2.187390873,0.701338392,58.892,58.27696962,59.50703038,11.19275389,10.15779241,12.33316597,60.65781711,59.86026207,61.45537215,11.89022867,10.56855283,13.37718986
2813,gpm722,6261.24,1.684395555,0.430762762,0.508520942,0.775489783,2.282310346,0.683991568,60.85185185,60.19635079,61.50735291,9.912207229,8.864578585,11.08364613,61.7605178,60.95100633,62.57002927,10.60332622,9.330456263,12.04984234
2814,umc2338,6264.44,0.514649448,0.773117123,2.520082072,0.283642387,2.923847608,0.570649139,59.10633484,58.43847645,59.77419324,11.83215486,10.68830498,13.09841821,59.59292035,58.78907616,60.39676455,12.42992328,11.06750671,13.96005413
2815,umc2337,6265.14,0.016703072,0.991683241,1.072824881,0.584842651,1.083895961,0.896818803,59.75159236,59.11412433,60.38906038,11.98801578,10.8751757,13.21473109,60.33923304,59.53535978,61.1431063,12.77850564,11.39219012,14.33352187
2816,fdh2,6269.09,0.482008611,0.785838243,0.409186398,0.814978783,1.088676435,0.89606463,59.39855072,58.73099224,60.06610921,11.85605333,10.68877597,13.15080426,61.44694534,60.66778218,62.2261085,11.98671525,10.63570811,13.50933488
2817,nact12,6269.15,0.715047247,0.699406176,2.431744764,0.296451283,2.662563461,0.615781236,59.69135802,59.06784862,60.31486743,11.63256011,10.55879056,12.81552598,60.21138211,59.44395577,60.97880846,12.42056642,11.1140014,13.88073158
2818,gpm902,6269.16,0.292741769,0.86383726,1.726021882,0.421889882,1.77517111,0.77702168,59.65144231,58.97338746,60.32949716,11.94354538,10.76597305,13.2499195,62.2815534,61.47732926,63.08577753,12.19410915,10.81045884,13.75485538
2819,gpm133,6269.17,0.048537874,0.976023186,1.109938545,0.574089901,1.190925807,0.879590353,59.58604651,58.9271504,60.24494263,9.228776094,8.239226183,10.33717321,62.02160494,61.24338953,62.79982035,9.426404205,8.27179949,10.74217241
2820,gpm721,6269.4,1.32260944,0.516177428,0.14622323,0.929497078,1.615416419,0.806018689,60.35452323,59.69210217,61.01694429,10.59004712,9.499373999,11.80594616,61.86526946,61.10624203,62.6242969,10.93122542,9.692468198,12.32830346
2821,gpm137a,6269.41,1.342965937,0.510950292,0.145952199,0.929623048,1.634210426,0.802630741,60.33684211,59.642954,61.03073021,11.12628078,9.958785813,12.43064428,61.37931034,60.61870032,62.13992037,11.17085503,9.897851915,12.60758426
2822,gpm46,6269.42,1.362352887,0.506021337,0.14575403,0.929715164,1.652060297,0.799406377,60.10406091,59.42617617,60.78194566,9.579140972,8.531334225,10.7556379,62.43478261,61.61478677,63.25477845,9.323017307,8.068150007,10.77305846
2823,IDP380,6271.36,2.484856432,0.288682383,1.572922833,0.455453608,3.179918453,0.528180555,58.82590234,58.17616377,59.4756409,11.5572623,10.46161533,12.76765659,61.16216216,60.41873612,61.9055882,11.70817656,10.46369211,13.10067203
2824,IDP4017,6271.38,2.464544185,0.291629216,1.523712489,0.466799129,3.126858371,0.536824906,58.96707819,58.33229264,59.60186373,8.48350093,7.5853201,9.488035717,61.06760563,60.29943695,61.83577432,8.718299734,7.64831953,9.937967412
2825,gpm566a,6271.64,1.342280889,0.511125335,0.494906398,0.780786761,1.527641465,0.821734108,60.1509009,59.49529973,60.80650207,10.12698242,9.093958906,11.27735171,61.49704142,60.76109356,62.23298928,9.943006418,8.789466523,11.24793824
2826,bcd1421,6272.48,1.191891031,0.551041301,1.977518873,0.372037941,2.799807922,0.59186587,58.82379863,58.16506567,59.48253158,11.5722612,10.44572698,12.82028811,60.2920354,59.47587253,61.10819826,12.55587691,11.17753125,14.10419183
2827,gpm820a,6273.2,1.731844322,0.420663454,0.361895429,0.834478989,1.979607515,0.739509805,59.96082949,59.30420786,60.61745112,8.353052215,7.421439272,9.401610489,61.6954023,60.96185896,62.42894564,8.355478305,7.321809348,9.535077246
2828,php20052,6273.38,1.162271899,0.559262711,0.798111905,0.670953159,1.904283861,0.753357998,59.9683908,59.20386189,60.73291972,8.008433269,6.984058487,9.183056462,61.1023622,60.20936189,61.99536252,7.995226255,6.811713628,9.384370271
2829,bnl5.10,6274.18,0.911829446,0.633867889,1.121703825,0.570722651,1.989705201,0.737652496,59.9683908,59.20388679,60.73289482,8.361440051,7.312211346,9.561222512,61.18421053,60.31725382,62.05116723,8.30419864,7.123472803,9.680631477
2830,bnl5.46b,6275.08,1.144066709,0.564376693,0.60124638,0.740356694,1.41813845,0.841036419,59.49043062,58.80756526,60.17329598,10.42639313,9.340840904,11.63810355,58.97368421,58.09159607,59.85577235,10.70846479,9.329788007,12.29087071
2831,umc1599,6275.18,1.103551998,0.575926058,0.178401823,0.914661789,1.256450181,0.868719865,59.55882353,58.91989005,60.19775701,12.71130244,11.55983692,13.97746446,60.46683673,59.74464003,61.18903344,13.02709435,11.73289316,14.46405288
2832,csu623a,6275.68,5.382503059,0.067796037,1.027628849,0.598209397,6.252656348,0.181057571,59.75210084,59.11724326,60.38695842,10.83130089,9.789935883,11.9834369,61.13753582,60.37467318,61.90039845,11.11493291,9.87726922,12.5076811
2833,umc1191,6277.88,3.850203377,0.145860924,0.775745993,0.67849851,4.626608968,0.327797756,59.75210084,59.11728147,60.38692021,11.34275859,10.27192795,12.52522145,60.23214286,59.50404403,60.96024169,11.770227,10.55182597,13.12931468
2834,mmp2,6280.58,1.093735169,0.578759891,0.289214584,0.865362061,1.323807678,0.857323456,59.29493088,58.62156502,59.96829673,12.41968963,11.23111867,13.73404511,60.48850575,59.72888609,61.2481254,12.54007762,11.20758488,14.03099316
2835,asg63a,6283.08,4.526791176,0.103996754,3.197524418,0.202146578,4.674513188,0.32235318,59.39393939,58.74806556,60.03981323,13.23054508,12.03464588,14.5452824,61.42553191,60.70496339,62.14610044,13.31460578,11.98727941,14.78890423
2836,IDP1694,6283.25,6.423562144,0.040284799,4.756392708,0.092717657,6.789499265,0.147439247,59.44212963,58.72802944,60.15622982,13.51125702,12.22972563,14.92707782,60.28850856,59.61833823,60.95867888,12.37653346,11.17171196,13.71128984
2837,IDP717,6283.48,1.891521766,0.388383944,0.141804954,0.931552736,2.367543615,0.66850043,59.43318966,58.79385782,60.07252149,12.43404693,11.28947422,13.69466107,60.37135279,59.6105666,61.13213897,13.30110021,11.94980063,14.80520657
2838,BE518809,6283.49,1.436917516,0.487503038,0.289530294,0.86522547,2.851598844,0.582959074,59.75210084,59.11725704,60.38694464,11.81735719,10.71935018,13.0278355,59.46978022,58.73434064,60.2052198,11.96217568,10.69988036,13.37338757
